station_name,latitude,longitude
동탄,37.20034,127.09569
구성,37.29913,127.10389
성남,37.39467,127.12058
수서,37.48637,127.10161
삼성,37.50887,127.06324
서울,37.55569,126.97296
연신내,37.61878,126.9213
대곡,37.63191,126.81113
킨텍스,37.66532,126.74843
운정,37.71614,126.72841
김포공항,37.56236,126.801868
고촌,37.601243,126.770345
풍무,37.612488,126.732387
사우(김포시청),37.620249,126.719731
걸포북변,37.63165,126.705975
운양,37.653867,126.68393
장기,37.643986,126.669017
마산,37.640732,126.644344
구래,37.645384,126.628633
양촌,37.642379,126.614309
원시,37.302371,126.786691
원곡,37.31321,126.796261
초지,37.319619,126.808147
선부,37.334353,126.809904
달미,37.348847,126.809409
시흥능곡,37.369864,126.808573
시흥시청,37.382223,126.805625
신현,37.409008,126.788017
신천,37.439066,126.786788
시흥대야,37.450145,126.793041
소새울,37.468467,126.797252
소사,37.483279,126.795023
신설동,37.576095,127.023242
보문,37.585286,127.019381
성신여대입구(돈암),37.592467,127.016516
정릉,37.603133,127.013396
북한산보국문,37.612072,127.008251
솔샘,37.620238,127.013626
삼양사거리,37.621337,127.020473
삼양,37.626914,127.018106
화계,37.634133,127.017511
가오리,37.641537,127.016789
4.19민주묘지,37.649502,127.013684
솔밭공원,37.65603,127.013273
북한산우이,37.662909,127.012706
탑석,37.733579,127.088704
송산,37.737279,127.087159
어룡,37.742802,127.085035
곤제,37.750471,127.083715
효자,37.754025,127.076902
경기도청북부청사,37.75059,127.071495
새말,37.748885,127.06362
동오,37.745271,127.056947
의정부중앙,37.743676,127.049565
흥선,37.743302,127.037023
의정부시청,37.739256,127.034781
경전철의정부,37.737202,127.043257
범골,37.728755,127.04353
회룡,37.725006,127.047073
발곡,37.727048,127.052803
전대.에버랜드,37.285342,127.219561
둔전,37.267051,127.21364
보평,37.258965,127.218457
고진,37.24484,127.214251
운동장.송담대,37.237845,127.209198
김량장,37.237247,127.198781
명지대,37.237964,127.190294
시청.용인대,37.239151,127.178406
삼가,37.242115,127.168075
초당,37.260752,127.159443
동백,37.269043,127.152716
어정,37.274917,127.143714
지석,37.269606,127.136515
강남대,37.270161,127.126033
기흥,37.275449,127.116665
관악산(서울대),37.4691018,126.9450639
서울대벤처타운,37.4720019,126.9339351
서원,37.4782341,126.9330365
신림,37.4849266,126.9296159
당곡,37.4902998,126.9275133
보라매병원,37.4929598,126.9234964
보라매공원,37.4955691,126.9180827
보라매,37.5002739,126.9204355
서울지방병무청,37.5060464,126.9227083
대방,37.5133059,126.9257265
샛강,37.5170969,126.929399
남태령,37.463873,126.989134
사당,37.47653,126.981685
총신대입구(이수),37.486263,126.981989
광교(경기대),37.30211,127.044483
광교중앙(아주대),37.288617,127.051478
상현,37.297664,127.069342
성복,37.313335,127.0801
수지구청,37.322702,127.095026
동천,37.337928,127.102976
미금,37.349982,127.108918
정자,37.367098,127.108403
판교,37.394761,127.112217
청계산입구,37.447211,127.055664
동작(현충원),37.502971,126.979306
양재시민의숲(매헌),37.470023,127.03842
양재(서초구청),37.483809,127.034653
강남,37.496837,127.028104
신논현,37.504598,127.02506
논현,37.511093,127.021415
신사,37.516334,127.020114
이촌(국립중앙박물관),37.522272,126.974345
신용산,37.52917,126.967894
삼각지,37.534777,126.97311
숙대입구(갈월),37.54456,126.972106
서울역,37.554648,126.972559
회현(남대문시장),37.558514,126.978246
명동,37.560989,126.986325
충무로,37.561243,126.99428
동대문역사문화공원,37.565138,127.007896
영종,37.51202,126.524254
인천공항2터미널,37.460699,126.441442
인천공항1터미널,37.447464,126.452508
공항화물청사,37.459041,126.477516
운서,37.492904,126.49379
청라국제도시,37.556409,126.624648
동대문,37.57142,127.009745
검암,37.569098,126.674007
계양,37.571662,126.7363
김포공항,37.561842,126.801904
마곡나루,37.565543,126.827378
디지털미디어시티,37.576958,126.898609
홍대입구,37.557438,126.926715
공덕,37.54253,126.952024
서울역,37.553247,126.969769
혜화,37.582336,127.001844
한성대입구(삼선교),37.588458,127.006221
성신여대입구(돈암),37.592624,127.016403
길음,37.603407,127.025053
미아사거리,37.613292,127.030053
미아(서울사이버대학),37.62667,127.025983
수유(강북구청),37.638052,127.025732
중앙보훈병원,37.529191,127.148739
둔촌오륜,37.519683,127.137989
올림픽공원(한국체대),37.516269,127.130288
한성백제,37.516404,127.116503
송파나루,37.510372,127.112216
석촌,37.505208,127.10704
석촌고분,37.502558,127.097033
삼전,37.504738,127.088025
종합운동장,37.511426,127.076275
쌍문,37.648627,127.034709
봉은사,37.514219,127.060245
삼성중앙,37.513011,127.053282
선정릉,37.510297,127.043999
언주,37.507287,127.033868
신논현,37.504598,127.02506
사평,37.504206,127.015259
고속터미널,37.50598,127.004403
신반포,37.503415,126.995925
구반포,37.501364,126.987332
동작(현충원),37.502878,126.978153
창동,37.653166,127.047731
흑석(중앙대입구),37.50877,126.963708
노들,37.512887,126.953222
노량진,37.513534,126.941005
샛강,37.517274,126.928422
여의도,37.52176,126.92403
국회의사당,37.528105,126.917874
당산,37.533406,126.902809
선유도,37.53802,126.893525
신목동,37.544277,126.88308
염창,37.546936,126.874916
노원,37.655128,127.061368
등촌,37.550632,126.865689
증미,37.557402,126.861939
가양,37.561391,126.854456
양천향교,37.568381,126.841333
마곡나루,37.566778,126.82731
신방화,37.567532,126.816601
공항시장,37.563726,126.810678
김포공항,37.561916,126.802152
개화,37.578608,126.798153
상계,37.660878,127.073572
당고개,37.670272,127.079066
별내별가람,37.66778,127.11581
오남,37.705,127.19281
진접,37.7205,127.2034
석남(거북시장),37.5062285,126.6762813
산곡,37.5086,126.7035277
부평구청,37.50848,126.72077
굴포천,37.50681,126.73234
삼산체육관,37.50724,126.74179
상동,37.505814,126.753163
부천시청,37.50444,126.76364
신중동,37.50282,126.77566
춘의,37.50365,126.78828
부천종합운동장,37.50502,126.79661
까치울,37.50613,126.81093
오금,37.502162,127.128111
경찰병원,37.495918,127.12454
가락시장,37.492522,127.118234
수서,37.487371,127.10188
일원,37.483681,127.08439
대청,37.493514,127.079532
학여울,37.496663,127.070594
대치,37.494612,127.063642
도곡,37.490858,127.055381
매봉,37.486947,127.046769
양재(서초구청),37.484147,127.034631
남부터미널(예술의전당),37.485013,127.016189
교대(법원.검찰청),37.493415,127.01408
고속터미널,37.50481,127.004943
잠원,37.512759,127.01122
신사,37.516334,127.020114
압구정,37.527072,127.028461
옥수,37.540685,127.017965
금호,37.548034,127.015872
약수,37.55434,127.010655
운연(서창),37.440127,126.75997
인천대공원,37.448769,126.752618
남동구청,37.448161,126.736939
만수,37.454911,126.732094
모래내시장,37.45583,126.719298
석천사거리,37.456805,126.709986
인천시청,37.456833,126.701306
석바위시장,37.457611,126.692575
동대입구,37.559052,127.005602
시민공원(문화창작지대),37.458335,126.681192
주안,37.464992,126.679098
주안국가산단,37.473703,126.68113
가재울,37.484192,126.683673
인천가좌,37.4897,126.675208
서부여성회관,37.500168,126.675795
석남(거북시장),37.506193,126.676203
가정중앙시장,37.517054,126.676672
가정(루원시티),37.524649,126.675539
서구청,37.543742,126.676787
충무로,37.561243,126.99428
아시아드경기장(공촌사거리),37.5517,126.677122
검바위,37.561405,126.677566
검암,37.56866,126.675687
독정,37.585212,126.675844
완정,37.592928,126.673203
마전,37.597566,126.666998
검단사거리,37.60185,126.657108
왕길,37.59518,126.642696
검단오류(검단산업단지),37.594877,126.627178
을지로3가,37.566295,126.99191
종로3가,37.571607,126.991806
안국,37.576477,126.985443
경복궁(정부서울청사),37.575762,126.97353
독립문,37.574571,126.957748
무악재,37.582299,126.950291
홍제,37.589066,126.943736
송도달빛축제공원,37.407143,126.62597
국제업무지구,37.399907,126.630347
센트럴파크,37.393054,126.634729
인천대입구,37.386007,126.639484
지식정보단지,37.378384,126.645168
테크노파크,37.382268,126.656365
캠퍼스타운,37.387855,126.661673
동막,37.397878,126.674005
동춘,37.404737,126.681015
원인재,37.412333,126.687869
녹번,37.600927,126.935756
신연수,37.41804,126.693863
선학,37.426684,126.698863
문학경기장,37.434935,126.698579
인천터미널,37.442383,126.699706
예술회관,37.449396,126.701012
인천시청,37.457263,126.702143
간석오거리,37.467048,126.707938
부평삼거리,37.477679,126.710208
동수,37.485312,126.718247
부평,37.490535,126.723453
불광,37.610469,126.929887
부평시장,37.498383,126.722244
부평구청,37.508407,126.720555
갈산,37.517268,126.721514
작전,37.530415,126.722527
경인교대입구,37.538157,126.722597
계산,37.543238,126.728128
임학,37.545059,126.738665
박촌,37.553703,126.745077
귤현,37.566379,126.742654
계양,37.571449,126.73578
연신내,37.619001,126.921008
구파발,37.636763,126.918821
지축,37.648048,126.913951
남위례,37.4624,127.13977
모란,37.433824,127.129837
수진,37.437428,127.140722
신흥,37.440918,127.147564
단대오거리,37.44521,127.156866
남한산성입구(성남법원.검찰청),37.451535,127.159816
산성,37.457122,127.149908
복정,37.471052,127.126732
장지,37.478703,127.126191
문정,37.485855,127.1225
가락시장,37.492888,127.118398
송파,37.499703,127.112183
석촌,37.505557,127.106832
잠실(송파구청),37.514692,127.104338
몽촌토성(평화의문),37.517409,127.112359
강동구청,37.530341,127.120508
천호(풍납토성),37.538113,127.123254
암사,37.55021,127.127562
암사역사공원,37.55695,127.13702
장자호수공원,37.58738,127.13794
구리,37.60262,127.1407
동구릉,37.61105,127.13793
다산,37.62429,127.14973
별내,37.64232,127.1276
부평구청,37.507394,126.721599
굴포천,37.506997,126.73128
삼산체육관,37.506411,126.742153
상동,37.505781,126.753083
부천시청,37.504631,126.763538
신중동,37.503048,126.77596
춘의,37.503663,126.787036
부천종합운동장,37.50538,126.797337
까치울,37.506207,126.810939
온수(성공회대입구),37.492092,126.823023
천왕,37.486637,126.838713
광명사거리,37.479252,126.854876
철산,37.47605,126.867911
가산디지털단지,37.480338,126.882656
남구로,37.486056,126.887249
대림(구로구청),37.493013,126.897075
신풍,37.50008,126.90993
보라매,37.499872,126.920428
신대방삼거리,37.499701,126.928276
장승배기,37.504898,126.93915
상도,37.502834,126.94791
숭실대입구(살피재),37.496029,126.953822
남성,37.484596,126.971251
이수,37.485196,126.981605
내방,37.487618,126.993513
고속터미널,37.503367,127.005068
반포,37.508178,127.011727
논현,37.511093,127.021415
학동,37.514229,127.031656
강남구청,37.517179,127.041255
청담,37.519365,127.05335
뚝섬유원지,37.53154,127.066704
건대입구,37.540786,127.071011
어린이대공원(세종대),37.548014,127.074658
군자(능동),37.556897,127.079338
중곡,37.565923,127.08432
용마산,37.573647,127.086727
사가정,37.580894,127.088478
면목,37.588579,127.087503
상봉(시외버스터미널),37.595577,127.085716
중화,37.602545,127.079264
먹골,37.610637,127.077725
태릉입구,37.618294,127.075397
공릉(서울과학기술대),37.625742,127.072896
하계,37.636352,127.06799
중계,37.644583,127.064303
노원,37.654836,127.060462
마들,37.66494,127.057675
수락산,37.67785,127.055315
도봉산,37.689241,127.046509
장암,37.700109,127.053196
신내,37.613174,127.102231
봉화산(서울의료원),37.617283,127.091401
화랑대(서울여대입구),37.620064,127.084689
태릉입구,37.617338,127.074735
석계,37.614872,127.065595
돌곶이,37.610537,127.056431
상월곡(한국과학기술연구원),37.606377,127.048491
월곡(동덕여대),37.601948,127.041518
고려대(종암),37.590508,127.036296
안암(고대병원앞),37.586272,127.029005
보문,37.585274,127.019351
창신,37.579661,127.015241
동묘앞,37.572279,127.015653
신당,37.566154,127.016146
청구,37.560608,127.013986
약수,37.554263,127.010358
버티고개,37.548013,127.007055
한강진,37.539631,127.001725
이태원,37.534488,126.994302
녹사평(용산구청),37.534675,126.986695
삼각지,37.535534,126.974032
효창공원앞,37.539233,126.961384
공덕,37.543555,126.951678
대흥(서강대앞),37.547771,126.942069
광흥창(서강),37.547456,126.931993
상수,37.547716,126.922852
합정,37.549209,126.913366
망원,37.556094,126.910052
마포구청,37.563515,126.903343
월드컵경기장(성산),37.569532,126.899298
디지털미디어시티,37.576108,126.901391
증산(명지대앞),37.583876,126.909645
새절(신사),37.591148,126.913629
구산,37.611377,126.91727
연신내,37.618636,126.920625
독바위,37.618456,126.933031
불광,37.610873,126.92939
역촌,37.606021,126.922744
응암,37.598605,126.915577
하남검단산,37.53972,127.22345
하남시청(덕풍-신장),37.54205,127.20612
하남풍산,37.552034,127.203864
미사,37.560927,127.193877
강일,37.55749,127.17593
마천,37.49499,127.152781
거여,37.493105,127.14415
개롱,37.498079,127.13482
오금,37.502057,127.127938
방이,37.508857,127.126133
올림픽공원(한국체대),37.516201,127.130923
둔촌동,37.527788,127.136248
상일동,37.556712,127.166417
고덕,37.555004,127.154151
명일,37.55137,127.143999
굽은다리(강동구민회관앞),37.545477,127.142853
길동,37.537801,127.140004
강동,37.535804,127.132481
천호(풍납토성),37.53864,127.123308
광나루(장신대),37.545303,127.10357
아차산(어린이대공원후문),37.551691,127.089761
군자(능동),37.557088,127.079577
장한평,37.56144,127.064623
답십리,37.566747,127.052704
마장,37.5661,127.042973
왕십리(성동구청),37.56184,127.037059
행당,37.557322,127.029476
신금호,37.554548,127.020331
청구,37.560276,127.013639
동대문역사문화공원,37.564665,127.005353
을지로4가,37.567352,126.998032
종로3가,37.57254,126.990305
광화문(세종문화회관),37.571525,126.97717
서대문,37.565773,126.966641
충정로(경기대입구),37.560236,126.9629
애오개,37.553736,126.95682
공덕,37.544431,126.951372
마포,37.539574,126.945932
여의나루,37.527098,126.932901
여의도,37.521747,126.924357
신길,37.517623,126.914839
영등포시장,37.522669,126.905139
영등포구청,37.5242,126.89503
양평,37.525569,126.886129
오목교(목동운동장앞),37.524496,126.875181
목동,37.526065,126.864931
신정(은행정),37.524997,126.856191
까치산,37.531768,126.846683
화곡,37.541513,126.840461
우장산,37.548768,126.836318
발산,37.558598,126.837668
마곡,37.560183,126.825448
송정,37.561184,126.811973
김포공항,37.562384,126.801292
개화산,37.572399,126.806171
방화,37.577446,126.812741
용두(동대문구청),37.574028,127.038091
신정네거리,37.520074,126.852912
양천구청,37.512398,126.865819
도림천,37.514287,126.882768
신설동,37.575297,127.025087
신답,37.57004,127.046481
용답,37.561904,127.050899
충정로(경기대입구),37.559973,126.963672
아현,37.557345,126.956141
이대,37.556733,126.946013
신촌,37.555134,126.936893
홍대입구,37.557192,126.925381
합정,37.549463,126.913739
당산,37.53438,126.902281
영등포구청,37.52497,126.895951
문래,37.517933,126.89476
신도림,37.508725,126.891295
대림(구로구청),37.49297,126.895801
구로디지털단지,37.485266,126.901401
신대방,37.487462,126.913149
신림,37.484201,126.929715
봉천,37.482362,126.941892
서울대입구(관악구청),37.481247,126.952739
낙성대,37.47693,126.963693
사당,37.47653,126.981685
방배,37.481426,126.997596
서초,37.491897,127.007917
교대(법원.검찰청),37.493415,127.01408
강남,37.497175,127.027926
역삼,37.500622,127.036456
선릉,37.504503,127.049008
삼성(무역센터),37.508844,127.06316
종합운동장,37.510997,127.073642
잠실새내,37.511687,127.086162
잠실(송파구청),37.51395,127.102234
잠실나루,37.520733,127.10379
강변(동서울터미널),37.535095,127.094681
구의(광진구청),37.537077,127.085916
건대입구,37.540693,127.07023
성수,37.544581,127.055961
뚝섬,37.547184,127.047367
한양대,37.555273,127.043655
왕십리(성동구청),37.561533,127.037732
상왕십리,37.564354,127.029354
신당,37.565972,127.01782
동대문역사문화공원,37.565138,127.007896
을지로4가,37.566941,126.998079
을지로3가,37.566295,126.99191
을지로입구,37.566014,126.982618
시청,37.564718,126.977108
부천종합운동장,37.505457,126.797289
원종,37.5239,126.8049
김포공항,37.5617,126.8041
대화,37.676087,126.747569
주엽,37.670072,126.761334
정발산,37.659477,126.773359
마두,37.652206,126.77762
백석,37.643114,126.78787
대곡,37.631626,126.811024
화정,37.634592,126.83265
원당,37.653324,126.843041
삼송,37.653083,126.895558
지축,37.648017,126.91397
원흥,37.650658,126.872642
연천,38.10073,127.07372
전곡,38.02458,127.0718
청산,37.98172,127.06912
소요산,37.9481,127.061034
동두천,37.927878,127.05479
보산,37.913702,127.057277
동두천중앙,37.901885,127.056482
지행,37.892334,127.055716
덕정,37.843188,127.061277
덕계,37.818486,127.056486
양주,37.774381,127.044708
녹양,37.75938,127.042292
가능,37.748577,127.044213
의정부,37.738415,127.045958
회룡,37.724416,127.04736
망월사,37.709914,127.047455
도봉산,37.689534,127.046049
도봉,37.679563,127.045595
방학,37.667503,127.044273
인천,37.476403,126.617326
신포,37.46874,126.623853
숭의,37.460789,126.638297
인하대,37.448493,126.649619
송도,37.428514,126.657772
연수,37.417804,126.67894
원인재,37.413049,126.686648
남동인더스파크,37.407722,126.695216
호구포,37.401637,126.708627
인천논현,37.400614,126.722478
소래포구,37.40095,126.733522
월곶,37.391769,126.742699
달월,37.379681,126.745177
사리,37.28998,126.85685
야목,37.264179,126.879483
어천,37.250102,126.90879
오목천,37.24304,126.963676
고색,37.24963,126.980248
매교,37.265481,127.015678
수원시청,37.261911,127.030736
매탄권선,37.252759,127.040566
망포,37.245795,127.057353
영통,37.251568,127.071394
청명,37.259489,127.078934
상갈,37.26181,127.108847
기흥,37.275061,127.11591
신갈,37.286102,127.111313
구성,37.298969,127.105664
죽전,37.324753,127.107395
보정,37.312752,127.108196
이매,37.395371,127.128248
오리,37.339824,127.108942
미금,37.350077,127.10891
정자,37.365994,127.10807
수내,37.378455,127.114322
서현,37.385126,127.123592
야탑,37.411185,127.128715
모란,37.432052,127.129104
태평,37.440019,127.127709
가천대,37.448605,127.126697
선정릉,37.510735,127.043677
강남구청,37.517469,127.041151
압구정로데오,37.527381,127.040534
서울숲,37.543617,127.044707
수원,37.265917,126.999422
도화,37.46607,126.668672
중동,37.486562,126.764843
온수(성공회대입구),37.492433,126.824086
도원,37.468446,126.642706
간석,37.464737,126.694181
부개,37.488418,126.74109
소사,37.482753,126.79544
구일,37.496756,126.870793
인천,37.476079,126.616801
동인천,37.475276,126.632802
제물포,37.466769,126.656666
주안,37.465047,126.679742
동암,37.471408,126.702896
백운,37.483664,126.707704
부평,37.489445,126.724506
송내,37.4876,126.753664
부천,37.48405,126.782686
역곡,37.485178,126.811502
오류동,37.494526,126.845365
개봉,37.494594,126.85968
수리산,37.349801,126.925365
오이도,37.362357,126.738714
정왕,37.351735,126.742989
신길온천,37.338212,126.765844
안산,37.327082,126.788532
초지,37.320646,126.805913
고잔,37.316784,126.823144
중앙,37.315941,126.838573
한대앞,37.309689,126.85344
상록수,37.302795,126.866489
반월,37.312212,126.903524
대야미,37.328467,126.917332
산본,37.358101,126.933274
광명,37.416182,126.884466
서동탄,37.195504,127.051672
당정,37.344285,126.948345
천안,36.810005,127.146826
두정,36.833705,127.14896
직산,36.870593,127.143904
성환,36.916076,127.126964
평택,36.990726,127.085159
지제,37.0188,127.070444
서정리,37.056496,127.052819
송탄,37.075696,127.054301
진위,37.109447,127.062278
오산,37.145885,127.06672
오산대,37.168953,127.063197
세마,37.187533,127.04318
병점,37.207503,127.032731
세류,37.245025,127.013222
독산,37.466613,126.889249
수원,37.266348,126.999561
화서,37.283862,126.989627
성균관대,37.300349,126.97075
의왕,37.320852,126.948217
군포,37.35356,126.948462
금정,37.372221,126.943429
명학,37.384653,126.935433
안양,37.401592,126.922874
관악,37.419232,126.908706
석수,37.435047,126.902295
금천구청,37.455626,126.89398
가산디지털단지,37.481581,126.882581
구로,37.503039,126.881966
동묘앞,37.572627,127.016429
청량리(서울시립대입구),37.580178,127.046835
제기동,37.578103,127.034893
신설동,37.575297,127.025087
동대문,37.57142,127.009745
종로5가,37.570926,127.001849
종로3가,37.571607,126.991806
종각,37.570161,126.982923
성남,37.39468,127.11945
여주,37.282308,127.628816
세종대왕릉,37.295309,127.570938
시청,37.564718,126.977108
부발,37.260192,127.490277
이천,37.265579,127.44226
신둔도예촌,37.317185,127.40476
곤지암,37.351315,127.34674
초월,37.374419,127.299
경기광주,37.399907,127.25263
삼동,37.409522,127.20336
이매,37.394655,127.127819
판교,37.394761,127.111217
서울역,37.554648,126.972559
금정,37.372209,126.943417
범계,37.389793,126.950806
평촌,37.394287,126.963883
인덕원,37.401553,126.976715
정부과천청사,37.426513,126.98978
과천,37.433021,126.996568
대공원,37.435675,127.006523
경마공원,37.443885,127.007888
선바위,37.451673,127.002303
신창(순천향대),36.769502,126.951108
온양온천,36.780483,127.003249
배방,36.777629,127.052991
탕정,36.78866,127.08485
아산,36.792053,127.104361
쌍용(나사렛대),36.793759,127.1214
봉명,36.801215,127.135763
춘천,37.885054,127.717023
남춘천,37.864007,127.723792
김유정,37.818466,127.71434
강촌,37.805723,127.634146
백양리,37.830779,127.58933
굴봉산,37.832067,127.557695
가평,37.814536,127.510739
상천,37.770246,127.454821
청평,37.735488,127.42661
대성리,37.684071,127.379319
마석,37.652782,127.311767
천마산,37.658978,127.285379
평내호평,37.653225,127.244493
금곡,37.637382,127.207853
사릉,37.65108,127.176933
퇴계원,37.648311,127.143952
별내,37.64202,127.12684
갈매,37.634118,127.114757
신내,37.612887,127.103218
디지털미디어시티,37.577475,126.900453
홍대입구,37.557641,126.926683
공덕,37.542596,126.952099
서울역,37.557231,126.97103
운천,37.879942,126.769999
임진강,37.888421,126.746765
문산,37.854619,126.788047
파주,37.815298,126.792783
월롱,37.796188,126.792587
금촌,37.766217,126.774644
금릉,37.751322,126.765347
운정,37.725826,126.767257
야당,37.712327,126.761356
탄현,37.694023,126.761086
일산,37.682077,126.769846
풍산,37.672346,126.786243
백마,37.658239,126.794461
곡산,37.645676,126.801762
능곡,37.618808,126.820783
행신,37.612102,126.834146
강매,37.612314,126.843223
화전,37.602888,126.868387
수색,37.580842,126.895611
디지털미디어시티,37.577475,126.900453
가좌,37.568491,126.915487
홍대입구,37.557641,126.926683
서강대,37.551881,126.935711
공덕,37.542596,126.952099
효창공원앞,37.538579,126.96221
신촌,37.559733,126.942597
서울역,37.557231,126.97103
지평,37.476393,127.629874
용문,37.48223,127.594647
원덕,37.468672,127.547076
양평,37.492773,127.491837
오빈,37.506062,127.473868
아신,37.51382,127.443173
국수,37.516169,127.399367
신원,37.525545,127.372921
양수,37.545981,127.329098
운길산,37.554669,127.310115
팔당,37.547371,127.243939
도심,37.579622,127.222672
덕소,37.586781,127.208832
양정,37.60533,127.19364
도농,37.608806,127.161153
구리,37.603392,127.143869
양원,37.606596,127.107906
망우,37.59955,127.091909
상봉(시외버스터미널),37.596678,127.08504
중랑,37.594917,127.076116
신길,37.516862,126.917865
복정,37.470345,127.126658
수서,37.487472,127.101422
대모산입구,37.491373,127.07272
개포동,37.489116,127.06614
구룡,37.486839,127.058856
도곡,37.491224,127.055186
한티,37.496237,127.052873
선릉,37.504856,127.048807
창동,37.653007,127.047806
녹천,37.644799,127.051269
월계,37.633212,127.058831
광운대,37.623632,127.061835
석계,37.614532,127.065934
신이문,37.601854,127.067325
외대앞,37.596073,127.063549
회기,37.58946,127.057583
청량리(서울시립대입구),37.580759,127.0483
왕십리(성동구청),37.561827,127.038352
응봉,37.549946,127.034538
옥수,37.540446,127.018672
한남,37.52943,127.009169
서빙고,37.519594,126.988537
이촌(국립중앙박물관),37.522427,126.973406
신도림,37.508787,126.891144
영등포,37.515504,126.907628
대방,37.513342,126.926382
노량진,37.514149,126.94271
용산,37.529849,126.964561
남영,37.541021,126.9713
서울역,37.554337,126.971134
남태령,37.463873,126.989134
사당,37.476955,126.981651
총신대입구(이수),37.486263,126.981989
동작(현충원),37.502852,126.980347
이촌(국립중앙박물관),37.522295,126.974733
신용산,37.52917,126.967894
삼각지,37.534075,126.9726
숙대입구(갈월),37.54456,126.972106
서울역,37.55281,126.972556
회현(남대문시장),37.558514,126.978246
명동,37.560989,126.986325
충무로,37.561207,126.99408
동대문역사문화공원,37.565133,127.007885
동대문,37.57093,127.009287
혜화,37.582336,127.001844
한성대입구(삼선교),37.588458,127.006221
성신여대입구(돈암),37.592612,127.016441
길음,37.603407,127.025053
미아사거리,37.613292,127.030053
미아(서울사이버대학),37.62667,127.025983
수유(강북구청),37.638052,127.025732
쌍문,37.648627,127.034709
창동,37.653088,127.047274
노원,37.65627,127.063276
상계,37.660878,127.073572
불암산,37.670272,127.079066
별내별가람,37.66778,127.11581
오남,37.705,127.19281
진접,37.7205,127.2034
오금,37.502129,127.128319
경찰병원,37.495918,127.12454
가락시장,37.492245,127.117757
수서,37.487378,127.101907
일원,37.483681,127.08439
대청,37.493514,127.079532
학여울,37.496663,127.070594
대치,37.494612,127.063642
도곡,37.490922,127.055452
매봉,37.486947,127.046769
양재(서초구청),37.484477,127.033902
남부터미널(예술의전당),37.485013,127.016189
교대(법원.검찰청),37.493025,127.013786
고속터미널,37.504891,127.004916
잠원,37.512759,127.01122
신사,37.516334,127.020114
압구정,37.527072,127.028461
옥수,37.541684,127.017269
금호,37.548034,127.015872
약수,37.554867,127.010541
동대입구,37.559052,127.005602
충무로,37.56143,126.994072
을지로3가,37.566672,126.992548
종로3가,37.571605,126.991791
안국,37.576477,126.985443
경복궁(정부서울청사),37.575762,126.97353
독립문,37.574571,126.957748
무악재,37.582299,126.950291
홍제,37.589066,126.943736
녹번,37.600927,126.935756
불광,37.610553,126.92982
연신내,37.619229,126.921038
구파발,37.636763,126.918821
지축,37.648033,126.913917
용두(동대문구청),37.574028,127.038091
신정네거리,37.520074,126.852912
양천구청,37.512398,126.865819
도림천,37.514287,126.882768
신설동,37.574747,127.024932
신답,37.57004,127.046481
용답,37.561904,127.050899
충정로(경기대입구),37.559704,126.964378
아현,37.557345,126.956141
이대,37.556733,126.946013
신촌,37.555131,126.936926
홍대입구,37.55679,126.923708
합정,37.549457,126.913808
당산,37.534946,126.902767
영등포구청,37.525706,126.89661
문래,37.517933,126.89476
신도림,37.508961,126.891084
대림(구로구청),37.493243,126.894932
구로디지털단지,37.485266,126.901401
신대방,37.487462,126.913149
신림,37.484201,126.929715
봉천,37.482362,126.941892
서울대입구(관악구청),37.481247,126.952739
낙성대,37.47693,126.963693
사당,37.476538,126.981544
방배,37.481426,126.997596
서초,37.491897,127.007917
교대(법원.검찰청),37.493961,127.014667
강남,37.49799,127.027912
역삼,37.500622,127.036456
선릉,37.504286,127.048203
삼성(무역센터),37.508844,127.06316
종합운동장,37.511022,127.073704
잠실새내,37.511687,127.086162
잠실(송파구청),37.513262,127.100159
잠실나루,37.520733,127.10379
강변(동서울터미널),37.535095,127.094681
구의(광진구청),37.537077,127.085916
건대입구,37.540373,127.069191
성수,37.544581,127.055961
뚝섬,37.547184,127.047367
한양대,37.555273,127.043655
왕십리(성동구청),37.561238,127.036954
상왕십리,37.564354,127.029354
신당,37.56564,127.019614
동대문역사문화공원,37.565613,127.009054
을지로4가,37.566595,126.997817
을지로3가,37.566306,126.991696
을지로입구,37.566014,126.982618
시청,37.563588,126.975411
동묘앞,37.573197,127.01648
청량리(서울시립대입구),37.579956,127.044585
제기동,37.578103,127.034893
신설동,37.576048,127.024634
동대문,37.571687,127.01093
종로5가,37.570926,127.001849
종로3가,37.570406,126.991847
종각,37.570161,126.982923
시청,37.565715,126.977088
서울역,37.556228,126.972135
